Reviews,ID,Rating,Product
satisfied. good for people with small ear holes,3458,positive,Apple AirPods (2nd Generation)
bruh!i washed my airpods again!🤮this time with the charger. 🥴literally with water pouring from the pods and charger. 😭let them air dry on my bed for the day.😥came back from work…🤓yes! they still work! 😳i am a blown away! 🔥🤣👍🏾🤩i didn’t purchase these on amazon. i bought them at the apple store at fashion show mall when i lived in vegas. 🎰,3459,positive,Apple AirPods (2nd Generation)
very nice sound quality and features.,3460,positive,Apple AirPods (2nd Generation)
"daughter absolutely loves them. great product, great price. very happy",3461,positive,Apple AirPods (2nd Generation)
there is nothing that my son dislikes about these. he loves them.,3462,positive,Apple AirPods (2nd Generation)
the sound is great on these and easy to use,3463,positive,Apple AirPods (2nd Generation)
awesome clarity,3464,positive,Apple AirPods (2nd Generation)
"the product is very useful and i received it in a short time, thank you very much.",3465,positive,Apple AirPods (2nd Generation)
"i've bought 3 pairs now. the first two were eaten by the dog at different points in time and therefore needed to be replaced. the sound quality is decent, but i don't have anything to compare it to. each pair has had it's own type of glitchy-ness. the latest pair cuts in and out for no discernible reason. but, reasonably priced considering my dog will likely chew thru them again in the future.",3466,positive,Apple AirPods (2nd Generation)
,3467,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3468,positive,Apple AirPods (2nd Generation)
good,3469,positive,Apple AirPods (2nd Generation)
works great,3470,positive,Apple AirPods (2nd Generation)
great earpods that you can buy.  it's even better the 3rd generation or even the pro.  it does not fall off while you're working like the other earpods.  i highly recommend it.,3471,positive,Apple AirPods (2nd Generation)
"coming up in a couple days is when i first bought them. they still work really good, the battery still shocks me at how well it holds and how fast it charges. i love them :) 11/10",3472,positive,Apple AirPods (2nd Generation)
"these air pods are much more comfortable than i imagined they would be and the sound quality is fantastic! i’m very pleased with this purchase. i let my hubby check them out and he looked at me and said, “get me a pair”! looking forward to sharpening my beginning french skills and listening to awesome music. great bargain!",3473,positive,Apple AirPods (2nd Generation)
super happy with my airpods! and the fact that i got them a day early during a snow storm is just wow 🙌🏼,3474,positive,Apple AirPods (2nd Generation)
compact but powerful! excellent buy.,3475,positive,Apple AirPods (2nd Generation)
does the job. works perfect,3476,positive,Apple AirPods (2nd Generation)
beautiful quality in appearance and function.my ears are too small for these and they became painful after a little while.then when i didn’t put them in as far to avoid pain i didn’t take them out when i got up and they fell out.it would be a welcome addition to include little adapters.,3477,positive,Apple AirPods (2nd Generation)
"when you have them for a while they start to die quicker, besides that it’s a good product!",3478,positive,Apple AirPods (2nd Generation)
"fit perfectly in my ears with all of my piercings. great sound. love the shortcuts, especially being able to customize them, for answering phone or music commands. also love the siri and handless accessibility, makes for great use in the car!",3479,positive,Apple AirPods (2nd Generation)
this is first time i am buying a airpods. loved it. it fits well on my ear. sound quality is good as well. highly recommended.,3480,positive,Apple AirPods (2nd Generation)
"great product for my use, but not for a lot of movement. they fall out very easily.",3481,positive,Apple AirPods (2nd Generation)
bought them for my kid she hasn’t complained yet so i’m guessing they are good,3482,positive,Apple AirPods (2nd Generation)
they were very good you can hear a lot though not very noise canceling,3483,positive,Apple AirPods (2nd Generation)
love these air pod,3484,positive,Apple AirPods (2nd Generation)
they do make my ears tender after wearing them for a while but i do really like them a lot the sound is great,3485,positive,Apple AirPods (2nd Generation)
i had to buy multiple pairs because everybody fights over them they work perfectly,3486,positive,Apple AirPods (2nd Generation)
"i was looking for something not only pick up phone calls and listen to music from my cellphone but to also listen to music from my computer, it worked great for all three items. i did get a bluetooth transmitter for my computer, to connect to the apple generation 2 airpods, and it worked great.",3487,positive,Apple AirPods (2nd Generation)
i was dicey about buying this from amazon but fortunately this turned out to be 100% authentic. works really well and got this at a bargain price!,3488,positive,Apple AirPods (2nd Generation)
great,3489,positive,Apple AirPods (2nd Generation)
overall apple really never disappoints,3490,positive,Apple AirPods (2nd Generation)
"very good quality, the battery life is nice. i used them 5 times without charging then. i work in a warehouse, they are perfect!",3491,positive,Apple AirPods (2nd Generation)
i already had a pairi of my own but decided my 70 year-old mom should have a pair for her daily walks/podcast listening.  she loves them.,3492,positive,Apple AirPods (2nd Generation)
"apple airpods, what can i say. i bought these because i love the second generation airpods.",3493,positive,Apple AirPods (2nd Generation)
love these. so easy to use and charge.,3494,positive,Apple AirPods (2nd Generation)
"i can’t believe i’ve waited so long to buy these airpods for myself. i borrowed my sons to go to the gym and i was hooked. i checked on line and amazon had the best price, shipped in one day! came sealed in original apple packaging, they work beautifully, sound super crisp! same 2nd generation as my sons. no charging light in front, no problem, light on inside case. comes with charging cord. i bought the silicon case in picture and keep them on my keychain.",3495,positive,Apple AirPods (2nd Generation)
like that they fit in my ears and are comfortable. the sound is really good. the battery life is good,3496,positive,Apple AirPods (2nd Generation)
"si quieren cómpralo de apuro, háganlo, pero si no tienen apuro y quieren comprar algo mejor, esperen a que los airpods 3 generación estén en oferta y les saldrá aproximadamente al mismo precio que los 2",3497,positive,Apple AirPods (2nd Generation)
,3498,positive,Apple AirPods (2nd Generation)
liked it all,3499,positive,Apple AirPods (2nd Generation)
i love it,3500,positive,Apple AirPods (2nd Generation)
😄,3501,positive,Apple AirPods (2nd Generation)
i use them everyday to listen to books. they are comfortable and provide good sound quality.,3502,positive,Apple AirPods (2nd Generation)
my daughter loves this product!,3503,positive,Apple AirPods (2nd Generation)
well packed! good quality!! i don’t have any complaint about it!! i love it!!,3504,positive,Apple AirPods (2nd Generation)
great purchase would recommend !! it came in safely packaged.,3505,positive,Apple AirPods (2nd Generation)
"apple great product, sound, fit, and convenience.",3506,positive,Apple AirPods (2nd Generation)
doesn’t fall out the ear,3507,positive,Apple AirPods (2nd Generation)
these are great  i only wish they came smaller. they don’t stay in my ears. maybe a child size would be better for me,3508,positive,Apple AirPods (2nd Generation)
purchase these for my nine-year-old and they work great,3509,positive,Apple AirPods (2nd Generation)
"i was scared sincerely to but it, but after reading reviews , this guy pointed out something, it is true other air pods don’t say that the seller is apple, this does.the box was not open , even the air pods had the sticker on and it does says  made in california.i didn’t even had to por them just by opening the box it instantly paired.",3510,positive,Apple AirPods (2nd Generation)
my grandson absolutely loves these. he says the sound is amazing,3511,positive,Apple AirPods (2nd Generation)
i’ve been contemplating on getting airpods and i finally got me a pair ☺️ now i can listen to the moody radio app 📻 in peace when on my lunch break at work.,3512,positive,Apple AirPods (2nd Generation)
"i’m very impressed.  the sound quality is actually extremely good with these 2nd generation airpods.  they also fit really well in my ears.  they are extremely comfortable.  you don’t even really feel them in your ears, and they don’t fall out either. i’ve heard that for some people the 3rd gen airpods are too big for their ears, but not these. they are a perfect size really, and they deliver excellent sound.",3513,positive,Apple AirPods (2nd Generation)
bought at black friday deal. good value.,3514,positive,Apple AirPods (2nd Generation)
got these for my boyfriend for his bday and he’s very picky on sound quality as he is a producer/artist and he absolutely loves these airpods,3515,positive,Apple AirPods (2nd Generation)
"3rd gen is better in audio quality but the 3rd gen always fall off, these fit better.",3516,positive,Apple AirPods (2nd Generation)
my kid says she uses these for workouts and casual use.  notes that the sound is great.  might need to tape them to your ears during dynamic workouts and activities.,3517,positive,Apple AirPods (2nd Generation)
"very practical, long battery time",3518,positive,Apple AirPods (2nd Generation)
love! love! love! at first i was worrying even with the reviews if these were real nothing to be worried about! these are real and great quality! i’m in love and such a good price rather than paying 20-30 dollars more :))),3519,positive,Apple AirPods (2nd Generation)
"i love these headphones! comes in handy with work and i’m going to buy a second pair for my little brother. i highly recommend i had the airpods pro, but they would slip out of my ear. these are way better.",3520,positive,Apple AirPods (2nd Generation)
están bien pero deberían bajar a $89 nuevamente,3521,positive,Apple AirPods (2nd Generation)
,3522,positive,Apple AirPods (2nd Generation)
these airpods sound fantastic and were a great price. they are perfect for me. i bought them for my husband and daughter and the love them also.,3523,positive,Apple AirPods (2nd Generation)
it sounds good and has decent noise cancellation.,3524,positive,Apple AirPods (2nd Generation)
sound is great.  easily connects with my iphone.,3525,positive,Apple AirPods (2nd Generation)
these airpods are really good quality. i was scared at first because some reviews said they’re fake but they’re not. i guess they’re trying to scare you. overall i highly recommend!,3526,positive,Apple AirPods (2nd Generation)
i love it,3527,positive,Apple AirPods (2nd Generation)
"bought as a christmas present from my wife, good quality work just as they're supposed to",3528,positive,Apple AirPods (2nd Generation)
great product!,3529,positive,Apple AirPods (2nd Generation)
"these are fantastic. they have a great mic that picks up my voice on calls and doesn’t distort my audio, so i don’t have to repeat myself. the fit is great. most earbuds hurt my ears after less than an hour but i can leave these in for much longer than others. they do not cancel out sound, but apparently the airpod pros do. battery life is great and recharge is astoundingly fast.ps. like the memes say, they don’t fall out.",3530,positive,Apple AirPods (2nd Generation)
amazing,3531,positive,Apple AirPods (2nd Generation)
fantastic product. most comfortable ear pod i’ve ever had,3532,positive,Apple AirPods (2nd Generation)
quality of sound is good....,3533,positive,Apple AirPods (2nd Generation)
works great but very easy to lose.,3534,positive,Apple AirPods (2nd Generation)
my husband uses these for work and my daughters  use theirs for work. we love apple products.,3535,positive,Apple AirPods (2nd Generation)
i bought these for my lady. she’s very happy with the performance,3536,positive,Apple AirPods (2nd Generation)
great,3537,positive,Apple AirPods (2nd Generation)
"it is ok that made in vietnam, not in china.",3538,positive,Apple AirPods (2nd Generation)
love my ear buds!,3539,positive,Apple AirPods (2nd Generation)
love them! they came in brand new packaging and sound great!,3540,positive,Apple AirPods (2nd Generation)
"great price, better than apple store and it’s the original product.",3541,positive,Apple AirPods (2nd Generation)
"honestly not bad. got these for a good deal. i always carried apple earbuds, however i accidentally destroyed them lol. great buy, would buy again. sound good and fit in my ear really well. even impressed how they stay in the year when i workout.",3542,positive,Apple AirPods (2nd Generation)
"great product, easy to pair with iphone 12, awesome sound quality and great battery life!definitely a must have",3543,positive,Apple AirPods (2nd Generation)
bought these for my granddaughter as a birthday gift and she loves them.,3544,positive,Apple AirPods (2nd Generation)
,3545,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3546,positive,Apple AirPods (2nd Generation)
" sound quality is great battery life was a little low when we got them but that is not a problem at all,  they are definitely 2nd generation we also scan barcode and they came up so thanks for a great product for everyone bashing this guy that they are not the 2nd gen they definitely are thanks again.",3547,positive,Apple AirPods (2nd Generation)
"good sound, good product.",3548,positive,Apple AirPods (2nd Generation)
these fit my ears so much better than the pros.,3549,positive,Apple AirPods (2nd Generation)
i love my pods they are just as they should be!!!,3550,positive,Apple AirPods (2nd Generation)
love them great sound apple always is great with products,3551,positive,Apple AirPods (2nd Generation)
i love the sound the clearness everything,3552,positive,Apple AirPods (2nd Generation)
,3553,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3554,positive,Apple AirPods (2nd Generation)
" they were what i was expecting, there in great condition and they came sooner than i thought😊",3555,positive,Apple AirPods (2nd Generation)
"i never had airpods and these work fine for my indoor bike training rides with my ipad.  i can't compare the features with the more cutting edge models but for my purpose and for the price, they are perfect.",3556,positive,Apple AirPods (2nd Generation)
"so i dropped my old headphones into my food and i decided it was time to finally get some new ones, so i bought airpods! and so far i love them a ton! while the battery life could be better, it’s definitely not an issue and the sound quality is amazing",3557,positive,Apple AirPods (2nd Generation)
pretty good headphones for talking but not for music.good battery and fast connection to the phone!,3558,positive,Apple AirPods (2nd Generation)
excelente a mi esposa le encantó. ahora compraré uno para mi.,3559,positive,Apple AirPods (2nd Generation)
,3560,positive,Apple AirPods (2nd Generation)
exactly what i wanted,3561,positive,Apple AirPods (2nd Generation)
she loves them,3562,positive,Apple AirPods (2nd Generation)
"these are ideal for me because it fits my ear, i did but grip attachments to help for them to stay in my ear. these earphones are just basic everyday use.",3563,positive,Apple AirPods (2nd Generation)
loved them. used instead of my phone around my house  soooooo convenient. !!♥️♥️,3564,positive,Apple AirPods (2nd Generation)
"i bought these and within two days my.daughter received as her gift of choice.  i am happy this opportunity is available to purchase items and never have to physically go to the store to buy.  the item is exactly best size for her ears, not having the silicone suctions is great",3565,positive,Apple AirPods (2nd Generation)
they work amazing the sound is so clear and enjoyable.,3566,positive,Apple AirPods (2nd Generation)
in my personal opinion the apple airpods second generation have a better at your comfort then the third generation i personally use my second generation more than my third generation,3567,positive,Apple AirPods (2nd Generation)
bought for wife she loves them.,3568,positive,Apple AirPods (2nd Generation)
,3569,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3570,positive,Apple AirPods (2nd Generation)
 they’re not fake. real airpods,3571,positive,Apple AirPods (2nd Generation)
"got them during the $89 pre black friday, theyre legit and awesome, if the normal wired airpods fit, these will too",3572,positive,Apple AirPods (2nd Generation)
i received my airpods sealed brand new exactly as described. everything is exactly how it should be. great!!,3573,positive,Apple AirPods (2nd Generation)
na,3574,positive,Apple AirPods (2nd Generation)
this is the second time i get this airpods. i changed to the pros but didn’t like them so i got back to the first generation and absolutely love them.,3575,positive,Apple AirPods (2nd Generation)
i use these daily for listening to podcasts while i speedwalk. three years of use and they're still going strong. absolutely no complaints for my level of use.,3576,positive,Apple AirPods (2nd Generation)
i bought these for my daughter who has a difficult time finding ear buds that fit comfortably in her ears. we have tried many different types and none fit well enough to be comfortable or stay in her ears. a friend let her try one of their airpods and she loved the feel and that it stayed in place. definitely more expensive than i’d like to spend for earbuds but worth it after going through so many other kinds. she is very impressed with the sound quality compared to cheaper versions as well.,3577,positive,Apple AirPods (2nd Generation)
me gustaron mucho muy prácticos y buena calidad,3578,positive,Apple AirPods (2nd Generation)
,3579,positive,Apple AirPods (2nd Generation)
excelente,3580,positive,Apple AirPods (2nd Generation)
"i usually wear earbuds on low volume to bed to counter my tinnitus. it helps me sleep with soothing music. i started out with wired earbuds, but many times switching positions in bed pulled the cord out of my device, which was not good.now i have these. i got the 2nd gen because reviews said 3rd gen were less comfortable and looser for some people and i didn't want them falling out as i slept. they work great. during the middle of the night, the power gives out, but i'm sound asleep by then. they've only fell out of my ears a few times. the nice thing is that i can switch positions in bed without worrying about the cord!",3581,positive,Apple AirPods (2nd Generation)
performs as intended. a welcome and much-used gift.,3582,positive,Apple AirPods (2nd Generation)
gift for our 13 year old daughter !! she loves them,3583,positive,Apple AirPods (2nd Generation)
"great price, quality & quick delivery! this gift was greatly appreciated.",3584,positive,Apple AirPods (2nd Generation)
good 👍,3585,positive,Apple AirPods (2nd Generation)
nice,3586,positive,Apple AirPods (2nd Generation)
"necesito recomendaciones, se me caen los airpods, por lo demás todo perfecto 😍",3587,positive,Apple AirPods (2nd Generation)
,3588,positive,Apple AirPods (2nd Generation)
oem apple product works great just as new to this day,3589,positive,Apple AirPods (2nd Generation)
my first airpods and they are awesome,3590,positive,Apple AirPods (2nd Generation)
excelente compra! sin engaños,3591,positive,Apple AirPods (2nd Generation)
,3592,positive,Apple AirPods (2nd Generation)
ditto,3593,positive,Apple AirPods (2nd Generation)
when i bought them they were at a great price. super happy about that.,3594,positive,Apple AirPods (2nd Generation)
recibí 6 meses gratis de apple music,3595,positive,Apple AirPods (2nd Generation)
,3596,positive,Apple AirPods (2nd Generation)
"i got these as a surprised gift. at first i thought they were a waste of money and wasn’t thrilled. but i’ve used them a lot over the past month and i really like them! they don’t really noise cancel, but they work wonderfully and are much easier than the corded headphones i usually use. also, they connect to my devices very easily and quickly.",3597,positive,Apple AirPods (2nd Generation)
loves them,3598,positive,Apple AirPods (2nd Generation)
item was of choicest quality. champion delivery. the packaging was immensely cute. fantastic seller.,3599,positive,Apple AirPods (2nd Generation)
"i use my airpods every time! specially working out, great job!",3600,positive,Apple AirPods (2nd Generation)
package came quickly than expected to come. the sound quality is so good and it fits nicely in my ears,3601,positive,Apple AirPods (2nd Generation)
christmas present for my daughter.,3602,positive,Apple AirPods (2nd Generation)
work great as expected,3603,positive,Apple AirPods (2nd Generation)
,3604,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3605,positive,Apple AirPods (2nd Generation)
" originales, buena calidad",3606,positive,Apple AirPods (2nd Generation)
,3607,positive,Apple AirPods (2nd Generation)
"honestly the bad reviews are either people who bought from a 3rd party or are too broke that they are switching their used pods for new ones. these are great! honestly i went for the 2nd gen because i had them before (but i forgot one in my pocket..and that went in the wash) but liked how they sound. i also like how they feel in my ear compared to any headphones with the ear rubber pieces, those fall out so easily.. i was too scared to get the 3rd gen because they look different ear wise and then wouldn't know if i could return it cause it wouldve been opened plus i prefer not to spend more than what i spent on these lol!",3608,positive,Apple AirPods (2nd Generation)
love these!,3609,positive,Apple AirPods (2nd Generation)
great product,3610,positive,Apple AirPods (2nd Generation)
i like that they are comfortable to wear. the first pair of air pods that fit really good. the sound is great and the battery life is awesome,3611,positive,Apple AirPods (2nd Generation)
i had tried buying less expensive earbuds a few times before i bit the bullet and bought the ones that were actually made for my phone. the only complaint i have is that they don’t stay in my ear as well as they should so i’ll be upgrading to the pro version.,3612,positive,Apple AirPods (2nd Generation)
it’s amazing,3613,positive,Apple AirPods (2nd Generation)
i can use the airpords all day long bu switching left and right airpords!,3614,positive,Apple AirPods (2nd Generation)
"grabbed these for my mom as a stocking stuffer. she loves them, finds the technology easy to understand, and thinks she looks ""cool"" - spoiler alert, she does. fantastic little gift, great purchase.",3615,positive,Apple AirPods (2nd Generation)
i like everything about o,3616,positive,Apple AirPods (2nd Generation)
ok,3617,positive,Apple AirPods (2nd Generation)
granddaughter loves this,3618,positive,Apple AirPods (2nd Generation)
"worked for a while, now when using the dictation it puts words i am not saying anywhere near, the battery life is the worst and it will answer calls with the slights of sounds resulting in 12 unwanted phone calls at difficult times (a screaming melt down of a 3 year old figuring out boundaries isn’t a time to talk thanks a lot  headphones)",3619,positive,Apple AirPods (2nd Generation)
sound is amazing and so is the batter life!!,3620,positive,Apple AirPods (2nd Generation)
,3621,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3622,positive,Apple AirPods (2nd Generation)
 sounds great!!!!! just got them so i’m not the trustworthy review here but i like them!!!,3623,positive,Apple AirPods (2nd Generation)
purchased from here 3 times and each time it makes me fall more in love!,3624,positive,Apple AirPods (2nd Generation)
only complaint is the wait time.,3625,positive,Apple AirPods (2nd Generation)
these were a xmas gift for my granddaughter she uses them all the time so i can only assume she likes them a lot!,3626,positive,Apple AirPods (2nd Generation)
for sports,3627,positive,Apple AirPods (2nd Generation)
is working good for my huawei p30 pro,3628,positive,Apple AirPods (2nd Generation)
i purchased as a gift for my grand daughter,3629,positive,Apple AirPods (2nd Generation)
"these aren’t fake - can’t speak for others, but i received the real deal. i wish they fit my ears a little better, but that’s life with small ear canals.",3630,positive,Apple AirPods (2nd Generation)
being able to listen to music and answering the phone without having it my pocket. the sound is great. still can hear some noise. extremely easy to install.,3631,positive,Apple AirPods (2nd Generation)
very happy,3632,positive,Apple AirPods (2nd Generation)
"excellent sound, holds charge, and extremely comfortable to wear",3633,positive,Apple AirPods (2nd Generation)
i love my airpods. this is my 2nd pair. my battery quite charging my last ones.,3634,positive,Apple AirPods (2nd Generation)
short battery life approximately 4-5 hours,3635,positive,Apple AirPods (2nd Generation)
"my husband got me this for christmas to use at work, and i love them!",3636,positive,Apple AirPods (2nd Generation)
me gusta,3637,positive,Apple AirPods (2nd Generation)
,3638,positive,Apple AirPods (2nd Generation)
great find,3639,positive,Apple AirPods (2nd Generation)
quality of the sound,3640,positive,Apple AirPods (2nd Generation)
these air pods have met my expectations.  sound is good as is the battery life.,3641,positive,Apple AirPods (2nd Generation)
like them very much easy to use,3642,positive,Apple AirPods (2nd Generation)
"i like the seamless connections between all of my apple products. sound clarity is very good, there are so many features to these that i will never use since sound volume and clarity  was all i wanted, and hopefully long lifespan.",3643,positive,Apple AirPods (2nd Generation)
"bought these to use with my macbook. comfortable,  lightweight,  great sound",3644,positive,Apple AirPods (2nd Generation)
i’ve had these for a while and i love them!! did not disappoint :)),3645,positive,Apple AirPods (2nd Generation)
great sound quality.,3646,positive,Apple AirPods (2nd Generation)
i am super happy with these. some people were saying they are fake but i did confirm the serial number with apple website and they are not fake.,3647,positive,Apple AirPods (2nd Generation)
great product,3648,positive,Apple AirPods (2nd Generation)
,3649,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3650,positive,Apple AirPods (2nd Generation)
" yesterday, i made the right choice, and i am so happy with my purchase!",3651,positive,Apple AirPods (2nd Generation)
"had these air pods for 10 months. still works great. just advise that you have to clean these periodically, as it will tend to get dirty very quickly.these air pods are quite light and very durable which is expected for a product coming from apple. sound quality is nice, but there are other air pods out there that may perform better. so far, its status for longevity is still being observed, as i only had it for 10 months. i will keep this post updated if anything changes from this product.",3652,positive,Apple AirPods (2nd Generation)
they are comfortable and a fast recharge,3653,positive,Apple AirPods (2nd Generation)
i bought these for a friend for christmas. he likes them.,3654,positive,Apple AirPods (2nd Generation)
still recommended,3655,positive,Apple AirPods (2nd Generation)
"had a bout of bad luck with apple's airpods:first pairafter about three months, one side stopped working completely.second pairthe first pair was still within amazon's return period so i got a replacement set.  this pair wouldn't connect to any phone whatsoever.  so, i returned them.third pairthe third pair finally worked as intended.  sounds great and i love the battery life.  much better than other bluetooth equivalents especially for an iphone.  just wish that i didn't have to go through the misery of two returns!",3656,positive,Apple AirPods (2nd Generation)
love the airpods. unfortunately they stopped working the first day they came but luckily it came with warranty and i was able to send it back to apple to get it fixed.,3657,positive,Apple AirPods (2nd Generation)
"not sure why some people are saying it’s a knockoff product, it’s the real deal! you can tell because the seller is from apple. the sound is high quality and it fits very comfortably in your ears. highly recommend",3658,positive,Apple AirPods (2nd Generation)
bueno,3659,positive,Apple AirPods (2nd Generation)
,3660,positive,Apple AirPods (2nd Generation)
best christmas gift,3661,positive,Apple AirPods (2nd Generation)
amazing,3662,positive,Apple AirPods (2nd Generation)
teen loves them,3663,positive,Apple AirPods (2nd Generation)
good,3664,positive,Apple AirPods (2nd Generation)
excellent sound.,3665,positive,Apple AirPods (2nd Generation)
very easy to connect and use .,3666,positive,Apple AirPods (2nd Generation)
that is for my son as a birthday present，he loves it！,3667,positive,Apple AirPods (2nd Generation)
"brand new iphone earplugs. work as a charm. always used other cheaper brand but if you have an iphone , i will recommend to buy iphone earphones. it is worth the price. several options to use. the only thing i was not give the option to buy the apple protection but is ok since price was cheap.",3668,positive,Apple AirPods (2nd Generation)
nothing i didn't like.  wasn't delivered to my address had to hunt it down.  happy with the product,3669,positive,Apple AirPods (2nd Generation)
great quality!,3670,positive,Apple AirPods (2nd Generation)
i’ve been using them all day every day for the last 3 months and i have no complaints audio quality is great  and toes tiny things battery life is awesome,3671,positive,Apple AirPods (2nd Generation)
after a while they do start to lose the quality of sound.,3672,positive,Apple AirPods (2nd Generation)
its good,3673,positive,Apple AirPods (2nd Generation)
works great,3674,positive,Apple AirPods (2nd Generation)
airpods worked as intended. the sound quality is much better than other traditional bluetooth headphones that i have purchased,3675,positive,Apple AirPods (2nd Generation)
"bought it for my 14 yr old and she loves them. great price, they work great and we were able to find the cutest covers for the case.",3676,positive,Apple AirPods (2nd Generation)
finally upgraded to the pods. was sick of the wires getting in my way when listening to music.. these hold a charge well and its convenient to take them with me wherever i need them.,3677,positive,Apple AirPods (2nd Generation)
they are great and i don’t need to push them back in my ears every couple of seconds because they fit smaller ears,3678,positive,Apple AirPods (2nd Generation)
"got these as a gift for christmas. so far, they are awesome. i don’t normally like in-ear buds, but these are actually really nice.",3679,positive,Apple AirPods (2nd Generation)
apple airpods are crap.  these worked for about a year and now i can't talk on phone with them for no reason.,3680,positive,Apple AirPods (2nd Generation)
i like them for being my first pair however i could’ve spent a little more to get the set that has the suctioning on the earbud part. they can fall out easily and if you didn’t have on your music or on a call you wouldn’t know. i love the sound quality because i listen to music all day everyday so that’s a plus. all apps work great and never disconnect unless batteries are low.,3681,positive,Apple AirPods (2nd Generation)
"liked the sound, the comfort.  charge lasts about 4 hours.  thought it would last longer.",3682,positive,Apple AirPods (2nd Generation)
had them for several months now and they work great.,3683,positive,Apple AirPods (2nd Generation)
it was given as a gift,3684,positive,Apple AirPods (2nd Generation)
"swag, no noise canceling thingy but thats on later generations",3685,positive,Apple AirPods (2nd Generation)
,3686,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",3687,positive,Apple AirPods (2nd Generation)
 me encanta la batería dura mucho.,3688,positive,Apple AirPods (2nd Generation)
,3689,positive,Apple AirPods (2nd Generation)
"these are so much better than the third gen, they fit in the ear  better.would definitely recommend. the other ones have a wireless charging case. i’ll take the fit over the wireless charging",3690,positive,Apple AirPods (2nd Generation)
this headphone have amazing sound with my ipad however it doesn’t sound that great with samsung galaxy tab. i recommend it with apple devices only.,3691,positive,Apple AirPods (2nd Generation)
"they sound great, the engineering is ingenious.",3692,positive,Apple AirPods (2nd Generation)
this product is not overrated at all. it is so sleek and fits right into the ear. the sound is extremely clear and the noise reduction is amazing! thank you im really enjoying my earpods!!!,3693,positive,Apple AirPods (2nd Generation)
the newer music being recorded in dolby atmos is stunning!some of the remasters sound better but you can tell they weren’t originally engineered using this technology.,3694,positive,Apple AirPods (2nd Generation)
"i reccomend, especially if you need new airpods.",3695,positive,Apple AirPods (2nd Generation)
the only grievance is the battery life,3696,positive,Apple AirPods (2nd Generation)
"i was late to the airbud party. but now that i'm here, i don't want this party to stop!",3697,positive,Apple AirPods (2nd Generation)
i’m happy i got them. it’s nice to be able to talk on the phone when your driving and not having to have your phone on your ear,3698,positive,Apple AirPods (2nd Generation)
i almost bought the third generation but had concerns about them fitting or staying in my ears.  these are a great product and the price was far less than on the apple web site.  they link quickly to my devices and have good sound quality.  they also came on the day i ordered them.  very pleased with this purchase!,3699,positive,Apple AirPods (2nd Generation)
me encantan,3700,positive,Apple AirPods (2nd Generation)
,3701,positive,Apple AirPods (2nd Generation)
i bought these as a gift for my fiance. he absolutely loves them. best feature us the battery life. he's constantly saying how great the battery life is. both of us are very happy with his gift.,3702,positive,Apple AirPods (2nd Generation)
my wife loves them.enough said!,3703,positive,Apple AirPods (2nd Generation)
i love them !! ok so amazon said they wouldn’t be here till 2 days later but i got them the day after i ordered them !! plus they where already charged and ready to use !! i love them and it’s only been a day !! i recommend buying if your thinking about it.,3704,positive,Apple AirPods (2nd Generation)
i love my airpods!!!!,3705,positive,Apple AirPods (2nd Generation)
great product!,3706,positive,Apple AirPods (2nd Generation)
gave as a gift. loved it.,3707,positive,Apple AirPods (2nd Generation)
we didn't thought they were this good.,3708,positive,Apple AirPods (2nd Generation)
great job satisfaction,3709,positive,Apple AirPods (2nd Generation)
they arrived on time everything worked perfectly,3710,positive,Apple AirPods (2nd Generation)
na,3711,positive,Apple AirPods (2nd Generation)
"love it guys, totally worth the money, noise quality is really good, i also bought the really cute case from amazon if you're wondering. ❤️❤️",3712,positive,Apple AirPods (2nd Generation)
"wondering why i didn’t buy this earlier, the best part i like is the integration with ios. sound quality is on par with regular earbuds and with the recent discounted price, no complains at all.",3713,positive,Apple AirPods (2nd Generation)
"glad i got them for such a good price. sound is pretty good & with the holders i got, they stay in my ears.",3714,positive,Apple AirPods (2nd Generation)
great gift,3715,positive,Apple AirPods (2nd Generation)
very good,3716,positive,Apple AirPods (2nd Generation)
it’s really good,3717,positive,Apple AirPods (2nd Generation)
works good and arrived on time 👍,3718,positive,Apple AirPods (2nd Generation)
from my hub.  absolutely love these.  clear as a bell and easy easy easy.  as soon as i removed from the box they were working with my iphone.,3719,positive,Apple AirPods (2nd Generation)
awesome,3720,positive,Apple AirPods (2nd Generation)
"battery life is really good, noise cancellation is great, they came within two days, they were perfect for my niece and they sound really good!",3721,positive,Apple AirPods (2nd Generation)
"la batería casi no dura, creo que no sirve de uso diario y constante, más bien como para una emergencia.",3722,positive,Apple AirPods (2nd Generation)
,3723,positive,Apple AirPods (2nd Generation)
