rating,reviews,cleaned_review
positive,love it went from a  to this! love it!,love went love
positive,"new, fast and fantastic came as expected in a sealed box and package. something about a new laptop that makes you feel so motivated to tackle all your tasks. nothing beats a new macbook",new fast fantastic came expected sealed box package something new make feel motivated tackle task nothing beat new
positive,"smells like a damp, musty basement not sure where these laptops were stored but the musty smell was overpowering when i opened up the box.  the main culprit was the power cord.  i went online to find a solution and found multiple complaints about this models cord.  love the computer.hate the cord smell.  luckily it stays charged so long that i can put it in another room to charge every rd day.",smell like damp musty basement sure laptop stored musty smell overpowering opened box main culprit power cord went online find solution found multiple complaint model cord love computerhate cord smell luckily stay charged long put another room charge every rd day
positive,love my new computer  i love how lite it is and its so cute. love the brightness and the design,love new love lite cute love brightness design
positive,"feels premium this is my first macbook and thank you for changing the shipping restrictions, i was able to buy one. i am still adjusting with the keyboard and the os coming from a long time windows user. the battery life is amazing. better than my windows laptop. hopefully i can buy the higher specs next time, i do not mind paying the tax. i originally wanted to get the gb ram and tb storage, but it does not ship to my location. and thanks for the fast shipping.",feel premium first thank changing shipping restriction able buy one still adjusting keyboard o coming long time window user battery life amazing better window hopefully buy higher spec next time mind paying tax originally wanted get gb ram tb storage ship location thanks fast shipping
positive,"smooth experience. top build quality i got it as a gift for my wife and she loves it. though i'm not into the apple eco, i am really impressed by the build, popping screen, and sleekness. i guess those are the general expectations.if linux is not a must for you, i really recommend you go for the macs.shipping and handling were on point.",smooth experience top build quality got gift wife love though im eco really impressed build popping screen sleekness guess general expectationsif linux must really recommend go macsshipping handling point
positive,"excellent ive had it for less than  hrs and this is my first macbook so my assessment is short. one word : quality. the look, the feel, the essence.all of it screams excellence.",excellent ive le hr first assessment short one word quality look feel essenceall scream excellence
positive,very fast this . macbook air is awesome multiexclamation  way better than my hp. very happy with this purchase.,fast awesome multiexclamation way better hp happy purchase
positive,excelente compra para uso bsico en casa es super cmoda de buen tamao y tiene todo lo que requiero.,excelente compra para uso bsico en casa e super cmoda de buen tamao tiene todo lo que requiero
positive,"a fine piece of hardware what i liked: apple is construction quality is second to none. unboxing this is a delight, it is just a beautiful machine. you can start working with it as soon as the initial setup is done, which might take a few minutes. love the display, bright colors, nice resolution, everything looks crisp. keys are a delight to type with, real smooth. battery life is the best i have ever witnessed, i just recharge this thing every other day, whereas my previous laptop would use three rounds of charge a day (and i had for just one year).what i disliked: some of my favorite apps are still not ready for apple silicon or m chip. it is given me two or three random reboots with cryptic error logs already. and coming from over  years using mostly windows (and some - years using linux) i feel like i have to rewire my brain to start using the fn, control, option and command keys properly.all in all, it is a really solid laptop although i feel like i still have not made the most out of it. no heavy usage so far, except for some minor audio production work. guess i will do it eventually. hope app compatibility gets better with time too, that is the reason for the missing star up there, otherwise, it would have been -stars all the way.",fine piece hardware liked construction quality second none unboxing delight beautiful machine start working soon initial setup done might take minute love display bright color nice resolution everything look crisp key delight type real smooth battery life best ever witnessed recharge thing every day whereas previous would use three round charge day one yearwhat disliked favorite apps still ready silicon chip given two three random reboots cryptic error log already coming year using mostly window year using linux feel like rewire brain start using fn control option command key properlyall really solid although feel like still made heavy usage far except minor audio production work guess eventually hope app compatibility get better time reason missing star otherwise would star way
positive,happy with my purchase have no complaints. delivery was fast too.,happy purchase complaint delivery fast
positive,"this is my very first mac! i have had and used iphones from the beginning and had ipads since the ipad  but this is my very first mac and i thought it might be a lot to learn this os but things were familiar cuz i have used and owned ipads and iphones.  i'm still having to learn a few things and had to google questions on how to do somethings but it is been a good experience.  i really did not expect that.  i love the os big sur and now cannot wait to the next os.  i only got gb cuz i did not know if i would like this plus i knew i had to learn the os.  now, i'm waiting for the m mac book pro, i plan to invest a lot more money into that one now i know that i like the apple os.  looking at getting tb gigs of ram!  i like that it runs the apps from ios or ipados!  i wish the screen was better though.  i'm talking at least mini-led but would prefer oled for what i use it for.  battery life is amazing! camera quality sucks.  come on apple, give us the  m ipad pro camera and stop being so cheap!i'm happy with my purchase.  i will probably give this to my mom when the m macbook pro comes out!",first used iphones beginning ipads since ipad first thought might lot learn o thing familiar cuz used owned ipads iphones im still learn thing google question somethings good experience really expect love o big sur wait next o got gb cuz know would like plus knew learn o im waiting book pro plan invest lot money one know like o looking getting tb gig ram like run apps io ipados wish screen better though im talking least miniled would prefer oled use battery life amazing camera quality suck come give u ipad pro camera stop cheapim happy purchase probably give mom pro come
positive,"recent mac convert, extremely happy i have worked on and serviced macs for many years, but i have never considered purchasing one for the price. macs have never been a good value. i wanted a $ laptop, and my choices quickly narrowed to this. it has the best laptop processor and the best screen money can buy, especially at this price. the battery life on macbooks is always good, so i knew that would not be an issue.after purchase, i have come to the same conclusions. the screen is wonderful. bright and high res, excellent color accuracy. the m processor speed has blown me away with its performance. i do not need much ram or storage, so i'm still happy with that. i do wish for more ram, but i do not necessarily need it for my work i do. what has blown my mind more than anything else is the battery life. i have never had a laptop like this. i do not have to carry a charger with me anymore: the macbook easily handles a full day of charge. i also like the fact that it does not have a fan. i do not have to worry about thermals when getting comfy in my bed and doing some light work.overall, best laptop i have ever purchased. i have had no issues over more than a month of ownership, and i'm super picky about tech as well as slightly anti-apple, so i have basically converted because of this machine.",recent convert extremely happy worked serviced mac many year never considered purchasing one price mac never good value wanted choice quickly narrowed best processor best screen money buy especially price battery life macbooks always good knew would issueafter purchase come conclusion screen wonderful bright high re excellent color accuracy processor speed blown away performance need much ram storage im still happy wish ram necessarily need work blown mind anything else battery life never like carry charger anymore easily handle full day charge also like fact fan worry thermal getting comfy bed light workoverall best ever purchased issue month ownership im super picky tech well slightly antiapple basically converted machine
positive,"excelente calidad muy buen producto. excelente calidad audio sonido y grficos, perfecta laptop para estudiante , para jugar slo juegos para mac , por lo dems perfecta",excelente calidad muy buen producto excelente calidad audio sonido grficos perfecta para estudiante para jugar slo juegos para por lo dems perfecta
positive,perfect and compact laptop perfect laptop for a prefect price,perfect compact perfect prefect price
positive,excellent battery life multiexclamation  great laptop with excellent battery life!,excellent battery life multiexclamation excellent battery life
positive,excellent price great price for this macbook. this replaced an old hp laptop. its easy to navigate. small and compact for carrying around if needed.,excellent price price replaced old hp easy navigate small compact carrying around needed
positive,"purchased for my niece, not my cup of tea decent laoptop but pcs offer greater functionality for the $k+ price tag. performance and speed average when considering the price.",purchased niece cup tea decent laoptop pc offer greater functionality k price tag performance speed average considering price
positive,"blown away! i was scared jumping from my  mbp- to a mb-air.  but i wanted lighter and figured i could carry both if i need the power of my pro.  ummmm, i do not need my pro.  this thing blows my almost brand new intel based mbp!  now, there have been some anomalies with different apps and things.  no show stoppers.  but you can clearly tell which apps were updated for the m and which were not  they work fine, but take a several seconds to open.one process i use it for is livestreaming our church services using obs, and iphone and a usb audio device for the feed from the mixer.  all of this is streamed only to fb live and recorded on machine.  on the mbp, this all worked fine, but the battery could not keep up, even plugged in.  had the same issue on my  mbp "".  but the m does all of this without any issues from a power perspective.  plus, it is much more stable for this use than the mbp.  i would get a lot of sticking video on the mbp and have, so far, received none on the m.very happy with the price too.  but, get as much memory and disk space as you can afford.  ca not have too much.",blown away scared jumping mbp mbair wanted lighter figured could carry need power pro ummmm need pro thing blow almost brand new intel based mbp anomaly different apps thing show stopper clearly tell apps updated work fine take several second openone process use livestreaming church service using ob iphone usb audio device feed mixer streamed fb live recorded machine mbp worked fine battery could keep even plugged issue mbp without issue power perspective plus much stable use mbp would get lot sticking video mbp far received none mvery happy price get much memory disk space afford ca much
positive,"quick low profile laptop for lightweight applications prosworksno fan - super quietscreen resolution decent and looks good from most anglessuper-fast response time during usewakes up from sleep instantlylooks nice (for a laptop)not super heavyif you check your email, listen to spotify, shop online (amazon), web browse, watch youtube videos, zoom calls, work with apple photos, look at pdf is, use google docs/spreadsheets - this is a great laptopconssome software is not compatible or has problems with the m apple cpu ( not that i have experienced but this might impact you)no built-in cam cover for $+ laptop - and according to apple if you use your own you can damage your screen - url you open the laptop unless you are super careful you smudge the laptop camera/that general area - that or you open it from the sidesno led light indicator for if the laptop is on, sleep mode, charging, fully chargedcharging seems kinda slowthey removed the keyboard brightness physical buttons - but you can pin this in the top-right menu bar or and it is in the control centerside note oson the login screen of big sur, you can see the battery icon but not the exact percentage you have left - have to log in for thatstill have to manually turn on ""show thousand separators"" on the calculator app",quick low profile lightweight application prosworksno fan super quietscreen resolution decent look good anglessuperfast response time usewakes sleep instantlylooks nice laptopnot super heavyif check email listen spotify shop online amazon web browse watch youtube video zoom call work photo look pdf use google docsspreadsheets laptopconssome software compatible problem cpu experienced might impact youno builtin cam cover according use damage screen url open unless super careful smudge camerathat general area open sidesno led light indicator sleep mode charging fully chargedcharging seems kinda slowthey removed keyboard brightness physical button pin topright menu bar control centerside note oson login screen big sur see battery icon exact percentage left log thatstill manually turn show thousand separator calculator app
positive,mac perfect size to carry anywhere!  i love this small laptop. the screen quality is great and touch screen is easy to use!,perfect size carry anywhere love small screen quality touch screen easy use
positive,i need to take a couple more classes at apple store. i want to write my memoirs for my  grandchildren and  great grandchildren.,need take couple class store want write memoir grandchild grandchild
positive,"great laptop for my daughter great laptop for my daughter - she uses apple arcade to play games for a low monthly price. the inclusion of productivity apps is great for school as well, and find my feature allows us to worry less if she misplaced for a bit.",daughter daughter us arcade play game low monthly price inclusion productivity apps school well find feature allows u worry le misplaced bit
positive,"apple has done it again!  m beast! i jumped out of the ecosystem a little while back. last had a macbook pro  in about  when we had real ports. i realize those days arent coming back and its hublife or nolife. but ive been underwhelmed with apples offerings for a minute.when i started reading up and watching vids on the new m i was sold. im all in now. this air is an absolute unit of a machine. i really see no reason for anyone to get the pro, unless youre getting the soon to be released updated  pro. this bad boy will do all that most people need.let me say first off, the battery life is phenomenal. i can take it on the go and use it all day with no issues at all. i didnt even pack my charger with me today. i can carry it in a simple sleeve and im good to go. plus its lighter than the pro as well.performance is spectacular. it runs circles around anything else i have thats windows based. in testing, ive seen it surpass or hold its own, against prior macbook pro models. even those with dedicated graphics.for the majority of people, this is going to be their go to laptop. what you get for an entry level mac is stellar. this is my recommendation for anyone outside of a hardcore video/photo editor. but even then, in a pinch it will get the job done.",done beast jumped ecosystem little back last pro real port realize day arent coming back hublife nolife ive underwhelmed apple offering minutewhen started reading watching vids new sold im absolute unit machine really see reason anyone get pro unless youre getting soon released updated pro bad boy people needlet say first battery life phenomenal take go use day issue didnt even pack charger today carry simple sleeve im good go plus lighter pro wellperformance spectacular run circle around anything else thats window based testing ive seen surpass hold prior pro model even dedicated graphicsfor majority people going go get entry level stellar recommendation anyone outside hardcore videophoto editor even pinch get job done
negative,"junk product, junk service i received this as a christmas gift  months ago and have used it at home since. it was never dropped or in anyway handled roughly and sat in the same place on my table. yesterday it developed horizontal lines throughout the display.  when i called customer service they were very helpful and set up an appointment with the repair desk on  th street in manhattan. the guy there took a look and said that the macbook was damaged that the display was cracked under the glass, and the repair would cost $.when i explained that nothing had happened to the computer but the apple guy first suggested that my dog did it. he then said it could have been caused by closing it on a cord.  that is at least theoretically possible though i in fact did not close a cord in there. the damage he pointed to was not anywhere near the hinge where a cord might cause pressure, but at the top of the screen where closing would cause the least pressure if a cord were in the way.  all i know is that one morning the display was screwed up.  later,  when i wiped the screen with a piece of cloth to try and photograph the / inch crack, it extended down screen and the display went black.if the computer can be damaged by being closed, it violates new yorks implied warranty of merchantability, matter how much apple tries to avoid standing behind its incredibly crappy product.i would be interested in forming a class action based on the fact that this flimsy product does not perform the functions of a laptop computer.",junk product junk service received christmas gift month ago used home since never dropped anyway handled roughly sat place table yesterday developed horizontal line throughout display called customer service helpful set appointment repair desk th street manhattan guy took look said damaged display cracked glass repair would cost explained nothing happened guy first suggested dog said could caused closing cord least theoretically possible though fact close cord damage pointed anywhere near hinge cord might cause pressure top screen closing would cause least pressure cord way know one morning display screwed later wiped screen piece cloth try photograph inch crack extended screen display went blackif damaged closed violates new york implied warranty merchantability matter much try avoid standing behind incredibly crappy producti would interested forming class action based fact flimsy product perform function
positive,"the camera feature is fine multiexclamation  i needed a new computer desperately, (screen broke and volume malfunctioned on my beloved old asus transformer), so after much research about macs online, i ordered a new macbook air. most of the online reviews and info praised it except for the camera, and in this current pandemic zoom world, that was a must!  however, i could not imagine a new apple  computer having a worse camera than my old iphone  which i am still happily using, so i took a chance! the laptop is awesome on so many levels! new m chip, super fast everything, and fantastic color display!the sound and yes, the camera, are phenomenal! i can only assume the bad camera reviews were made by video bloggers that need extreme hd resolution. i just do average work on my computer, so no problem there! i am thoroughly enjoying surfing online, streaming videos, and zooming with great clarity. i needed to clarify this camera issue for those holding back from purchasing such a great computer just due to those negative camera opinions, as i was. if i had read my review or one similar to it, it would have eased my mind. so, unless you are a vlogger , fear not!it is a fantastic computer in every sense of the word! (not to mention the $ price for a new mac!) get it multiexclamation  you will not regret it! the rose gold is especially pretty!",camera feature fine multiexclamation needed new desperately screen broke volume malfunctioned beloved old asus transformer much research mac online ordered new online review info praised except camera current pandemic zoom world must however could imagine new worse camera old iphone still happily using took chance awesome many level new chip super fast everything fantastic color displaythe sound yes camera phenomenal assume bad camera review made video blogger need extreme hd resolution average work problem thoroughly enjoying surfing online streaming video zooming clarity needed clarify camera issue holding back purchasing due negative camera opinion read review one similar would eased mind unless vlogger fear notit fantastic every sense word mention price new get multiexclamation regret rose gold especially pretty
positive,very good mac must buy,good must buy
positive,"love it multiexclamation  received it yesterday in the morning and i love it! the only negative thing i have to say is that it does not bring any usb ports. it is the newer version so make sure to get adapters. but overall, could not be happier!",love multiexclamation received yesterday morning love negative thing say bring usb port newer version make sure get adapter overall could happier
positive,love it good purchase with discount.save  dollars and quality is the best.,love good purchase discountsave dollar quality best
positive,perfect gift for my lovely wi-fi) exellent! thanks a lot!,perfect gift lovely wifi exellent thanks lot
positive,works perfectly the light weight and screen touch.  personal,work perfectly light weight screen touch personal
positive,laptop wonderful just like the laptop,wonderful like
neutral,"poorly made and easy to break its a standard mac, there are no bells and whistles. if youve owned a mac of any kind before, theres nothing new here.its about % faster than the intel version, however on some apps it might be slower or exactly the same.the retina screen sort of works but only on apps that support retina. otherwise, it scales back to x.the build quality is not very good and its easy to break.i had mine for  days and the keyboard keys stopped working, or work intermittently.also, it does not use magsafe, so theres a possibility you can knock your macbook air by tripping on the charging cable.it also doesnt support usb-a, so youll have to buy an adapter.",poorly made easy break standard bell whistle youve owned kind there nothing new hereits faster intel version however apps might slower exactly samethe retina screen sort work apps support retina otherwise scale back xthe build quality good easy breaki mine day keyboard key stopped working work intermittentlyalso use magsafe there possibility knock tripping charging cableit also doesnt support usba youll buy adapter
positive,i love itttt multiexclamation  i love this macbook but the only thing is that my caps lock does not work well i try to turn it on and does not work unless i hit it in the right spot.,love itttt multiexclamation love thing cap lock work well try turn work unless hit right spot
positive,"recent windows convert multistop  i have used microsoft windows based computers % since .  now for the st time i decided to try apple out instead to see how windows compares to a macbook.  only been a few days and i already see things unfamiliar i am learning. so far multistop i have to say the speed of the new m processor compared to any of the windows  computers is very impressive and just the speed and ""faster response"" the macbook seems to have combined with the programs i have downloaded and a few i purchased i would have to say i prefer the macbook.  i added a  port usb hub and a trackball i use instead of the built in pad but other then that i have not changed a thing.  it definitely does everything i need it to do both business related an for pleasure.  i also enjoy the small portable size and will be taking it on it is first trip in just a few days.  if anyone is a current windows user and is considering the switch to try out a macbook i would say go for it and do not look back multistop if you purchase one and later decide you would prefer not to stick with it a macbook seems to hold their value much better then the majority of windows based computers out there.",recent window convert multistop used microsoft window based computer since st time decided try instead see window compare day already see thing unfamiliar learning far multistop say speed new processor compared window computer impressive speed faster response seems combined program downloaded purchased would say prefer added port usb hub trackball use instead built pad changed thing definitely everything need business related pleasure also enjoy small portable size taking first trip day anyone current window user considering switch try would say go look back multistop purchase one later decide would prefer stick seems hold value much better majority window based computer
positive,"perfect computer first off: this computer is extremely lightweight, well built, and beautiful. yes this is the new macbook air m. and it arrived with  days after shipping (bad weather slowed it down so it arrived late).battery: ive been on my computer for  hours today and battery is at %. ive had it for  days. and have only charged it once.  and that was when it arrived while i set up.  the computer is very quiet it and does not get hot. ive had several tabs open and applications at once and it didnt even slow down or run hot.camera: facetime calls are beautiful on here. facebook messenger, you look a little yellow, but other people look perfect(probably lighting issue)sound: is amazing, the best i have had on any computer. crystal clear sound. this computer gets really loudspeed: this computer is extremely fast.  internet sites load with a second. as soon as you sign in its an instant log on to your screen with no waiting for application to load.this by far the best computer ive had. if you are looking at your first macbook laptop this is great(this is my first also). if you are looking to upgrade a really old macbook model you will love this. worth the money!",perfect first extremely lightweight well built beautiful yes new arrived day shipping bad weather slowed arrived latebattery ive hour today battery ive day charged arrived set quiet get hot ive several tab open application didnt even slow run hotcamera facetime call beautiful facebook messenger look little yellow people look perfectprobably lighting issuesound amazing best crystal clear sound get really loudspeed extremely fast internet site load second soon sign instant log screen waiting application loadthis far best ive looking first greatthis first also looking upgrade really old model love worth money
positive,"i thought it was brand new. this item was described as having cosmetic damages but after having it for  months, i cannot tell that it was ever used by anybody else. came exactly as advertised and has been the best laptop i have ever owned.",thought brand new item described cosmetic damage month tell ever used anybody else came exactly advertised best ever owned
positive,"a master of speed, heat management, and battery life likes: happy wifebut seriously, im not a macos user, personally, but my wife is and she loves it. her old  macbook pro could finally be put to rest.these machines last a long time. the battery life easily lasts her two full days of use (probably around  hours).as a nurse, shes constantly looking up new techniques or reviewing current literature, so her next laptop needed to be power-efficient, but powerful.the m does just that.the screen quality is second to none as you can expect from apple products.this particular mac ( macbook air m) does not have the touchbar that thepros do  and were glad! it felt out of place when we were trying out the new lineup of macs.this air also has the new keyboard which is just apple going back to their old style of chiclet keyboarda fan favorite.also, this air never gets hot. this is something new to me as im used to devices running too hot after long usage, but the airs m is so efficient the laptop doesnt need a fan!",master speed heat management battery life like happy wifebut seriously im macos user personally wife love old pro could finally put restthese machine last long time battery life easily last two full day use probably around hoursas nurse shes constantly looking new technique reviewing current literature next needed powerefficient powerfulthe thatthe screen quality second none expect productsthis particular touchbar thepros glad felt place trying new lineup macsthis also new keyboard going back old style chiclet keyboarda fan favoritealso never get hot something new im used device running hot long usage air efficient doesnt need fan
positive,nice laptop! great battery life and overall performance! if you need compact yet fast laptop there is no better choice.,nice battery life overall performance need compact yet fast better choice
positive,"amazing laptop bought macbook after using windows for  years, it is amazing",amazing bought using window year amazing
positive,fast and easy to use not a touch screen but has a beautiful picture that is easy to read off of. perfect for my needs!,fast easy use touch screen beautiful picture easy read perfect need
positive," apple macbook air laptop: apple m chip,  works fine. as expected. arrived very well packaged and was super easy to set up.",chip work fine expected arrived well packaged super easy set
positive,works great for sister! my sister just graduated high school and my papa decided to get her a computer for her in college. she wanted this one and she says it is awesome! does everything she needs it to for school!,work sister sister graduated high school papa decided get college wanted one say awesome everything need school
positive,"/ would recommend the laptop is very thin its good quality, it came with everything needed. it works perfectly nothing wrong with this computer / would recommend. app runs smoothly there are no problems with this computer.",would recommend thin good quality came everything needed work perfectly nothing wrong would recommend app run smoothly problem
positive,excelent delivery and product excelent delivery and product,excelent delivery product excelent delivery product
positive,"beautifully engineered machinery this product is not cheap, it is not something that you normally could just drop loads of money on multistop  good job if you can.take students perspective. not much to my name and obviously in desperate need of something that can at least operate. sure you can opt for something cheaper if you want something that just ""works"", however, if you want something that can get the job done, is reliable, absolutely beautiful, and long lasting that can beat any other laptop out of the park with the m processor multistop  i would suggest you get this laptop now.stop thinking about it honestly, just do it. two days ago i was sitting here debating for so long if i should even go for it finally somehow having the funds. regretting doing so even after placing my order. all that went away when i held this near magical product in my hands for the first time. you will never have to buy another laptop again for a long time if you simply take care of it. it is going to take me a long way into my education multistop  as will it you and what you chose to use it for.happy m'ing be productive!",beautifully engineered machinery product cheap something normally could drop load money multistop good job cantake student perspective much name obviously desperate need something least operate sure opt something cheaper want something work however want something get job done reliable absolutely beautiful long lasting beat park processor multistop would suggest get nowstop thinking honestly two day ago sitting debating long even go finally somehow fund regretting even placing order went away held near magical product hand first time never buy another long time simply take care going take long way education multistop chose use forhappy ming productive
positive,"best for under  i looked at a lot of different laptops and went to my local best buy for in person testing before deciding on this one.  i work from home and have been using a older model hp that was passed down to me that had a hour and a half battery life, a plastic shell, and froze endlessly.this laptop is real clean looking, feels solid, has insane battery life, and the screen is absolutely insane.  watching videos on it is unreal and have had no issues running multiple programs/desktops/and some gaming on it.  i purchased the base model and run it with an external hard drive to keep the space clear on it.i love how all the apple products interact seamlessly with each other and the sidecar feature that links it to the ipad to work as a second screen on the go.in the future would be nice to see the bezels slimmed down, the keyboard have a little more weight to it, macbook air speakers amped up a bit, and a higher quality camera and all those things are near perfect.  ill be holding on to this for the next  years plus",best looked lot different laptop went local best buy person testing deciding one work home using older model hp passed hour half battery life plastic shell froze endlesslythis real clean looking feel solid insane battery life screen absolutely insane watching video unreal issue running multiple programsdesktopsand gaming purchased base model run external hard drive keep space clear iti love product interact seamlessly sidecar feature link ipad work second screen goin future would nice see bezel slimmed keyboard little weight speaker amped bit higher quality camera thing near perfect ill holding next year plus
positive,woo i am so impressed  cause when i just sow the price i said noway but its fantastic really am happy and this is coming from a android person do not think a lot just get it,woo impressed cause sow price said noway fantastic really happy coming android person think lot get
positive,"nice macbook its not my first macbook, and the quality of it is up to standards.  my issue is that i bought it in june of , and it says it was produced in .  the title is misleading, it makes you think that its  model.  i hoped it wasnt sitting on the shelf for two years, but looks like it was.",nice first quality standard issue bought june say produced title misleading make think model hoped wasnt sitting shelf two year look like
positive,"best laptop for my mom replaced a  year old macbook pro (spinning harddrive, one-hour batter life, spinning beach balls).  updates are smooth and backing up is seamless.  able to set it up to limit the tech to just what she needs (right click, what does that do?).  she was very hesitant to get a new computer, as her old one ""works"".   months later, she said she would not go back.  its light with a for-ever battery life.  thanks, apple!",best mom replaced year old pro spinning harddrive onehour batter life spinning beach ball update smooth backing seamless able set limit tech need right click hesitant get new old one work month later said would go back light forever battery life thanks
positive,"phenomenal machine for any type of work except heavy graphics rendering and such arrived in excellent condition, completely unscratched. everything works as intended.",phenomenal machine type work except heavy graphic rendering arrived excellent condition completely unscratched everything work intended
positive,love my rd macbook! the best from the best!,love rd best best
positive,"use good pants received, good quality no words, is what i want, really good, very valuable, cost-effective, good, all five points!",use good pant received good quality word want really good valuable costeffective good five point
positive,"perfect for a writer/artist who only plays minecraft i have had this for two days and it is the fastest thing i have ever touched. but for my specific purposes, this laptop is the ideal.",perfect writerartist play minecraft two day fastest thing ever touched specific purpose ideal
positive,battery for personal,battery personal
positive,"beautiful i was weary about getting a macbook because my friends and sources told me it was inconvenient. but i just needed it for college, and it is doing a perfect job. i love this thing so much. i do not do much on it besides watching youtube, listening to music, and typing essays. maybe that is why i have had no issues. battery lasts forever. i would recommend this if you need a day-to-day laptop. with other things, i have no comment.",beautiful weary getting friend source told inconvenient needed college perfect job love thing much much besides watching youtube listening music typing essay maybe issue battery last forever would recommend need daytoday thing comment
negative,"good condition used macbook air [updated] update:  stars to  starsi started seeing a lot of faint gray lines on my screen. took it to the apple store for inspection and was told it could be an internal wiring issue. if you are considering buying used, make sure you thoroughly inspect the device you receive. most of the devices end up at the returns due to a reason.-i was shopping around for a m air, but found the cheapest here in amazon. i pulled the trigger since the price was too good to pass. though the listing stated good condition and could have minor scratches and dents, fortunately i got a device that was like new. there were  very minor scratches at the bottom. the device also had apple warranty for the rest of , and came with only  power cycles. havent stress tested the device yet. but i hope with the apple warranty i should be able to get things fixed.",good condition used updated update star starsi started seeing lot faint gray line screen took store inspection told could internal wiring issue considering buying used make sure thoroughly inspect device receive device end return due reasoni shopping around found cheapest amazon pulled trigger since price good pas though listing stated good condition could minor scratch dent fortunately got device like new minor scratch bottom device also warranty rest came power cycle havent stress tested device yet hope warranty able get thing fixed
positive,great upgrade i replaced on older  macbook pro with this new model from apple. it has the new m chip and it is fast. for the type of things i do in a home office this is lightning fast. i do not do a lot of editing of videos or play video games on it so my work load is pretty mundane compared to others. i like it though because it is lightweight when i take it to my den or on a trip in my computer bag. the battery lasts a long time and the keyboard is very responsive. love the screen clarity. i have not found any of my regular apps having any difficulty running on the new chip. i did set up a new camera connection app to see how it would do and had no issues either. it is running in the background and when they update to work specifically with the new chip it should work even better. i do not have any negatives with this computer. i have been an apple fan for several years now and so use to it that i have great difficulty when trying to use a window is based computer.,upgrade replaced older pro new model new chip fast type thing home office lightning fast lot editing video play video game work load pretty mundane compared others like though lightweight take den trip bag battery last long time keyboard responsive love screen clarity found regular apps difficulty running new chip set new camera connection app see would issue either running background update work specifically new chip work even better negative fan several year use difficulty trying use window based
positive,macbook air m best choice overall for the average user.,best choice overall average user
positive,"my wife is still in love with this gift! i bought this mba for my wife for valentine is day, and she has been in love with it ever since. she thinks it was the best vday gift that she has gotten in years, it does everything so well!",wife still love gift bought mba wife valentine day love ever since think best vday gift gotten year everything well
positive,great! similar to my  model that i loved. everything transferred over seamlessly.  hopefully this lasts just as long!,similar model loved everything transferred seamlessly hopefully last long
positive,light and tight everything works beautifully.my previous macbook lasted  years (it still works fine). i hope this one will exceed that.,light tight everything work beautifullymy previous lasted year still work fine hope one exceed
positive,"very fast machine i can do so much at once on this awesome computer. def great for work and school. not great for gaming, but you can do a lil.",fast machine much awesome def work school gaming lil
positive,"i love this laptop! i have had at least half a dozen mac laptops and as a non-pro the air is just what i needed. i replaced a macbook pro with the touch bar, the only mac i have had which failed on me, and when i saw the price of new macbook pros i about fainted. i do not do graphics or video, i do not play games, i figured i would just try the basic macbook air and see if it was fast enough. bingo, it is great. new m processor is plenty for web surfing, daily use of the full ms office suite with multiple windows open at the same time, video streaming etc. battery life is terrific, i can work all day on a single charge! sure there are people who need a ""pro"" device but for the vast majority of us, even heavy daily usage, this is a spectacular computer.",love least half dozen laptop nonpro needed replaced pro touch bar failed saw price new pro fainted graphic video play game figured would try basic see fast enough bingo new processor plenty web surfing daily use full m office suite multiple window open time video streaming etc battery life terrific work day single charge sure people need pro device vast majority u even heavy daily usage spectacular
positive,awesome laptop love it!,awesome love
positive,i loved perfect!  i loved it.,loved perfect loved
positive,"incredibly fast, incredibly thin. if you are due for computer upgrade, this is for you! i wanted a new macbook since it is been several years since i got my last mac and the battery was going bad.with a delicious gold color and an overall thin, sleek design, this computer is for those who want their computer to look a bit more ""fancy"" than other options on the market.with the m chip, everything is extremely fast. i was able to set up this new machine with  minutes.i am not sure if i would recommend this machine to those who have recently upgraded to a mac ( to now) but if it is been several years and you want to splurge, go for this.as a writer, the keyboard is so smooth and i feel like i can type more words per minute on this machine.my only complaint is the webcam, while better, is still not up to par to other computer cameras on the market. facetime looks a bit grainy still and photo booth is just a joke. the quality barely looks different than recent models.overall, this is a great addition to the mac family. i look forward to see how apple utilizes the m chip in the future./",incredibly fast incredibly thin due upgrade wanted new since several year since got last battery going badwith delicious gold color overall thin sleek design want look bit fancy option marketwith chip everything extremely fast able set new machine minutesi sure would recommend machine recently upgraded several year want splurge go thisas writer keyboard smooth feel like type word per minute machinemy complaint webcam better still par camera market facetime look bit grainy still photo booth joke quality barely look different recent modelsoverall addition family look forward see utilizes chip future
positive,nice multiexclamation  perfect for work multiexclamation ,nice multiexclamation perfect work multiexclamation
positive,performance missing,performance missing
positive,just what the doctor ordered just got it setup. replaces an old mac mini ive had for several years. really pleased so far! very smooth and fast operation!,doctor ordered got setup replaces old mini ive several year really pleased far smooth fast operation
